"REF_DATE","GEO","DGUID","Prevalence","Age group","Frequency of use","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1980","Canada","2016A000011124","Consuming population of cannabis","45 to 64 years","Total, all frequencies","Persons","249","units ","0","v1001799889","1.1.5.1","90172","","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","45 to 64 years","Once","Persons","249","units ","0","v1001799890","1.1.5.2","2655","","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","45 to 64 years","Less than once per month","Persons","249","units ","0","v1001799891","1.1.5.3","35864","","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","45 to 64 years","One to three times per month","Persons","249","units ","0","v1001799892","1.1.5.4","12460","","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","45 to 64 years","At least once a week (excludes daily)","Persons","249","units ","0","v1001799893","1.1.5.5","23512","","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","45 to 64 years","Daily","Persons","249","units ","0","v1001799894","1.1.5.6","15681","","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","65 years and over","Total, all frequencies","Persons","249","units ","0","v1001799895","1.1.6.1","","..","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","65 years and over","Once","Persons","249","units ","0","v1001799896","1.1.6.2","","..","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","65 years and over","Less than once per month","Persons","249","units ","0","v1001799897","1.1.6.3","","..","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","65 years and over","One to three times per month","Persons","249","units ","0","v1001799898","1.1.6.4","","..","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","65 years and over","At least once a week (excludes daily)","Persons","249","units ","0","v1001799899","1.1.6.5","","..","","","0"
"1980","Canada","2016A000011124","Consuming population of cannabis","65 years and over","Daily","Persons","249","units ","0","v1001799900","1.1.6.6","","..","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 years and over","Total, all frequencies","Kilograms","192","units ","0","v1001799901","1.2.1.1","318302","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 years and over","Once","Kilograms","192","units ","0","v1001799902","1.2.1.2","50","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 years and over","Less than once per month","Kilograms","192","units ","0","v1001799903","1.2.1.3","1423","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 years and over","One to three times per month","Kilograms","192","units ","0","v1001799904","1.2.1.4","12044","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 years and over","At least once a week (excludes daily)","Kilograms","192","units ","0","v1001799905","1.2.1.5","139540","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 years and over","Daily","Kilograms","192","units ","0","v1001799906","1.2.1.6","165246","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 to 17 years ","Total, all frequencies","Kilograms","192","units ","0","v1001799907","1.2.2.1","45934","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 to 17 years ","Once","Kilograms","192","units ","0","v1001799908","1.2.2.2","17","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 to 17 years ","Less than once per month","Kilograms","192","units ","0","v1001799909","1.2.2.3","234","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 to 17 years ","One to three times per month","Kilograms","192","units ","0","v1001799910","1.2.2.4","2446","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 to 17 years ","At least once a week (excludes daily)","Kilograms","192","units ","0","v1001799911","1.2.2.5","21878","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","15 to 17 years ","Daily","Kilograms","192","units ","0","v1001799912","1.2.2.6","21359","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","18 to 24 years","Total, all frequencies","Kilograms","192","units ","0","v1001799913","1.2.3.1","190498","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","18 to 24 years","Once","Kilograms","192","units ","0","v1001799914","1.2.3.2","28","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","18 to 24 years","Less than once per month","Kilograms","192","units ","0","v1001799915","1.2.3.3","810","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","18 to 24 years","One to three times per month","Kilograms","192","units ","0","v1001799916","1.2.3.4","7158","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","18 to 24 years","At least once a week (excludes daily)","Kilograms","192","units ","0","v1001799917","1.2.3.5","80407","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","18 to 24 years","Daily","Kilograms","192","units ","0","v1001799918","1.2.3.6","102096","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","25 to 44 years","Total, all frequencies","Kilograms","192","units ","0","v1001799919","1.2.4.1","65940","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","25 to 44 years","Once","Kilograms","192","units ","0","v1001799920","1.2.4.2","4","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","25 to 44 years","Less than once per month","Kilograms","192","units ","0","v1001799921","1.2.4.3","308","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","25 to 44 years","One to three times per month","Kilograms","192","units ","0","v1001799922","1.2.4.4","2079","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","25 to 44 years","At least once a week (excludes daily)","Kilograms","192","units ","0","v1001799923","1.2.4.5","31010","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","25 to 44 years","Daily","Kilograms","192","units ","0","v1001799924","1.2.4.6","32539","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","45 to 64 years","Total, all frequencies","Kilograms","192","units ","0","v1001799925","1.2.5.1","15930","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","45 to 64 years","Once","Kilograms","192","units ","0","v1001799926","1.2.5.2","1","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","45 to 64 years","Less than once per month","Kilograms","192","units ","0","v1001799927","1.2.5.3","71","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","45 to 64 years","One to three times per month","Kilograms","192","units ","0","v1001799928","1.2.5.4","362","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","45 to 64 years","At least once a week (excludes daily)","Kilograms","192","units ","0","v1001799929","1.2.5.5","6245","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","45 to 64 years","Daily","Kilograms","192","units ","0","v1001799930","1.2.5.6","9252","","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","65 years and over","Total, all frequencies","Kilograms","192","units ","0","v1001799931","1.2.6.1","","..","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","65 years and over","Once","Kilograms","192","units ","0","v1001799932","1.2.6.2","","..","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","65 years and over","Less than once per month","Kilograms","192","units ","0","v1001799933","1.2.6.3","","..","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","65 years and over","One to three times per month","Kilograms","192","units ","0","v1001799934","1.2.6.4","","..","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","65 years and over","At least once a week (excludes daily)","Kilograms","192","units ","0","v1001799935","1.2.6.5","","..","","","0"
"1980","Canada","2016A000011124","Volume of cannabis consumed","65 years and over","Daily","Kilograms","192","units ","0","v1001799936","1.2.6.6","","..","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 years and over","Total, all frequencies","Persons","249","units ","0","v1001799865","1.1.1.1","2180907","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 years and over","Once","Persons","249","units ","0","v1001799866","1.1.1.2","166886","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 years and over","Less than once per month","Persons","249","units ","0","v1001799867","1.1.1.3","750187","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 years and over","One to three times per month","Persons","249","units ","0","v1001799868","1.1.1.4","427493","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 years and over","At least once a week (excludes daily)","Persons","249","units ","0","v1001799869","1.1.1.5","546100","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 years and over","Daily","Persons","249","units ","0","v1001799870","1.1.1.6","290240","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 to 17 years ","Total, all frequencies","Persons","249","units ","0","v1001799871","1.1.2.1","370904","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 to 17 years ","Once","Persons","249","units ","0","v1001799872","1.1.2.2","54628","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 to 17 years ","Less than once per month","Persons","249","units ","0","v1001799873","1.1.2.3","116792","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 to 17 years ","One to three times per month","Persons","249","units ","0","v1001799874","1.1.2.4","82885","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 to 17 years ","At least once a week (excludes daily)","Persons","249","units ","0","v1001799875","1.1.2.5","81001","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","15 to 17 years ","Daily","Persons","249","units ","0","v1001799876","1.1.2.6","35598","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","18 to 24 years","Total, all frequencies","Persons","249","units ","0","v1001799877","1.1.3.1","1233953","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","18 to 24 years","Once","Persons","249","units ","0","v1001799878","1.1.3.2","93966","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","18 to 24 years","Less than once per month","Persons","249","units ","0","v1001799879","1.1.3.3","413448","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","18 to 24 years","One to three times per month","Persons","249","units ","0","v1001799880","1.1.3.4","248069","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","18 to 24 years","At least once a week (excludes daily)","Persons","249","units ","0","v1001799881","1.1.3.5","304448","","","","0"
"1981","Canada","2016A000011124","Consuming population of cannabis","18 to 24 years","Daily","Persons","249","units ","0","v1001799882","1.1.3.6","174022","","","","0"
